ID,Flower.species,Type,Country,Period,Date,Site,Landuse,Habitat.EUNIS,Habitat.Detailed,Transect,Subtransect,Plot.ID,Plot.location,Flower.genus,Flower.family,Nr.inflorescences.per.plot,Inflorescence.Type.counted
3541,Silene.latifolia,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Intensive.unmixed.crops,Brassica.nigra,7,1,1,ground,Silene,Caryophyllaceae,1,single.flower
3987,Torilis.arvensis,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Woodland,1,1,5,ground,Torilis,Apiaceae,41,umbel
3991,Torilis.arvensis,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Woodland,1,1,7,ground,Torilis,Apiaceae,25,umbel
3992,Torilis.arvensis,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Temperate.thickets.and.scrub,Thickets,2,1,1,ground,Torilis,Apiaceae,8,umbel
3993,Torilis.arvensis,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Woodland,1,1,3,ground,Torilis,Apiaceae,150,umbel
3995,Torilis.arvensis,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Intensive.unmixed.crops,Brassica.nigra,7,2,3,ground,Torilis,Apiaceae,41,umbel
4001,Torilis.arvensis,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Woodland,1,1,1,ground,Torilis,Apiaceae,8,umbel
4004,Torilis.arvensis,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Intensive.unmixed.crops,Brassica.nigra,7,1,1,ground,Torilis,Apiaceae,150,umbel
4018,Torilis.arvensis,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Temperate.thickets.and.scrub,Thickets,2,1,3,ground,Torilis,Apiaceae,1,umbel
4106,Trifolium.pratense,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,semi.natural.grass,Grass.strip,4,1,1,ground,Trifolium,Fabaceae,9,flower.head
4178,Trifolium.repens,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,semi.natural.grass,Grass.strip,4,1,1,ground,Trifolium,Fabaceae,40,flower.head
4244,Tripleurospermum.inodorum,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Intensive.unmixed.crops,Brassica.nigra,7,1,2,ground,Tripleurospermum,Asteraceae,18,capitulum
4248,Tripleurospermum.inodorum,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Intensive.unmixed.crops,Brassica.nigra,7,1,3,ground,Tripleurospermum,Asteraceae,36,capitulum
4249,Tripleurospermum.inodorum,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Intensive.unmixed.crops,Brassica.nigra,7,2,2,ground,Tripleurospermum,Asteraceae,28,capitulum
4252,Tripleurospermum.inodorum,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Intensive.unmixed.crops,Brassica.nigra,7,1,4,ground,Tripleurospermum,Asteraceae,39,capitulum
4511,Veronica.persica,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Intensive.unmixed.crops,Brassica.nigra,7,2,2,ground,Veronica,Plantaginaceae,2,single.flower
4517,Veronica.persica,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Intensive.unmixed.crops,Brassica.nigra,7,2,1,ground,Veronica,Plantaginaceae,4,single.flower
4535,Veronica.persica,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Intensive.unmixed.crops,Brassica.nigra,7,1,2,ground,Veronica,Plantaginaceae,15,single.flower
4540,Veronica.persica,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Intensive.unmixed.crops,Brassica.nigra,7,1,1,ground,Veronica,Plantaginaceae,2,single.flower
4643,Viola.arvensis,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Intensive.unmixed.crops,Brassica.nigra,7,1,4,ground,Viola,Violaceae,31,single.flower
4644,Viola.arvensis,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Intensive.unmixed.crops,Brassica.nigra,7,1,3,ground,Viola,Violaceae,7,single.flower
4645,Viola.arvensis,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Intensive.unmixed.crops,Brassica.nigra,7,2,3,ground,Viola,Violaceae,34,single.flower
4646,Viola.arvensis,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Intensive.unmixed.crops,Brassica.nigra,7,2,2,ground,Viola,Violaceae,35,single.flower
4647,Viola.arvensis,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Intensive.unmixed.crops,Brassica.nigra,7,2,1,ground,Viola,Violaceae,6,single.flower
4653,Viola.arvensis,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Intensive.unmixed.crops,Brassica.nigra,7,1,2,ground,Viola,Violaceae,24,single.flower
4656,Viola.arvensis,Wild,FR,C,26/07/2021,FR_V15,Rural.habitat.mosaic,Intensive.unmixed.crops,Brassica.nigra,7,1,1,ground,Viola,Violaceae,5,single.flower
128,Aethusa.cynapium,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,4,2,ground,Aethusa,Apiaceae,2,umbel
137,Aethusa.cynapium,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,3,3,ground,Aethusa,Apiaceae,12,umbel
647,Chenopodium.album,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,4,1,ground,Chenopodium,Amaranthaceae,12,flower.head
650,Chenopodium.album,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,2,3,ground,Chenopodium,Amaranthaceae,20,flower.head
651,Chenopodium.album,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,4,2,ground,Chenopodium,Amaranthaceae,150,flower.head
657,Chenopodium.album,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,2,2,ground,Chenopodium,Amaranthaceae,50,flower.head
658,Chenopodium.album,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,2,1,ground,Chenopodium,Amaranthaceae,20,flower.head
722,Cirsium.vulgare,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Bare.tilled.fallow.or.recently.abandoned.arable.land,Fallow,2,1,2,ground,Cirsium,Asteraceae,4,capitulum
730,Cirsium.vulgare,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Bare.tilled.fallow.or.recently.abandoned.arable.land,Fallow,2,1,1,ground,Cirsium,Asteraceae,8,capitulum
1059,Daucus.carota,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Bare.tilled.fallow.or.recently.abandoned.arable.land,Fallow,2,1,1,ground,Daucus,Apiaceae,18,umbel
1065,Daucus.carota,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,2,3,ground,Daucus,Apiaceae,1,umbel
1073,Daucus.carota,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,4,2,ground,Daucus,Apiaceae,1,umbel
1224,Fallopia.convolvulus,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,2,3,ground,Fallopia,Polygonaceae,4,single.flower
1242,Fallopia.convolvulus,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,4,2,ground,Fallopia,Polygonaceae,150,single.flower
1255,Fallopia.convolvulus,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,1,2,ground,Fallopia,Polygonaceae,6,single.flower
1256,Fallopia.convolvulus,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,4,1,ground,Fallopia,Polygonaceae,10,single.flower
1258,Fallopia.convolvulus,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,3,2,ground,Fallopia,Polygonaceae,8,single.flower
1259,Fallopia.convolvulus,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,3,3,ground,Fallopia,Polygonaceae,4,single.flower
1263,Fallopia.convolvulus,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,2,2,ground,Fallopia,Polygonaceae,4,single.flower
1964,Helianthus.annuus,Crop,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,4,1,ground,Helianthus,Asteraceae,6,capitulum
1965,Helianthus.annuus,Crop,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,1,2,ground,Helianthus,Asteraceae,5,capitulum
1967,Helianthus.annuus,Crop,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,4,2,ground,Helianthus,Asteraceae,7,capitulum
1968,Helianthus.annuus,Crop,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,3,2,ground,Helianthus,Asteraceae,7,capitulum
1969,Helianthus.annuus,Crop,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,1,1,ground,Helianthus,Asteraceae,2,capitulum
1970,Helianthus.annuus,Crop,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,1,3,ground,Helianthus,Asteraceae,4,capitulum
1971,Helianthus.annuus,Crop,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,3,1,ground,Helianthus,Asteraceae,12,capitulum
1972,Helianthus.annuus,Crop,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,2,1,ground,Helianthus,Asteraceae,14,capitulum
1973,Helianthus.annuus,Crop,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,2,2,ground,Helianthus,Asteraceae,8,capitulum
1974,Helianthus.annuus,Crop,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,3,3,ground,Helianthus,Asteraceae,8,capitulum
2308,Lysimachia.arvensis,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Bare.tilled.fallow.or.recently.abandoned.arable.land,Fallow,2,1,2,ground,Lysimachia,Primulaceae,1,single.flower
2569,Papaver.rhoeas,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,3,3,ground,Papaver,Papaveraceae,3,single.flower
2630,Picris.hieracioides,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Bare.tilled.fallow.or.recently.abandoned.arable.land,Fallow,2,1,2,ground,Picris,Asteraceae,6,capitulum
2666,Picris.hieracioides,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Bare.tilled.fallow.or.recently.abandoned.arable.land,Fallow,2,1,1,ground,Picris,Asteraceae,3,capitulum
3497,Senecio.vulgaris,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,4,2,ground,Senecio,Asteraceae,1,capitulum
3647,Stachys.annua,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,3,2,ground,Stachys,Lamiaceae,37,single.flower
3648,Stachys.annua,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,3,3,ground,Stachys,Lamiaceae,72,single.flower
4251,Tripleurospermum.inodorum,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,2,2,ground,Tripleurospermum,Asteraceae,1,capitulum
4255,Tripleurospermum.inodorum,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,4,2,ground,Tripleurospermum,Asteraceae,7,capitulum
4676,Viola.sp,Wild,FR,C,27/07/2021,FR_V16,Intensive.agriculture,Intensive.unmixed.crops,Helianthus.annuus,1,1,1,ground,Viola,Violaceae,1,single.flower
415,Brassica.napus,Crop,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,3,1,ground,Brassica,Brassicaceae,4,single.flower
1084,Dipsacus.fullonum,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,semi.natural.grass,Grass.strip,2,1,1,ground,Dipsacus,Caprifoliaceae,16,flower.head
1830,Glycine.max,Crop,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,2,1,ground,Glycine,Fabaceae,82,single.flower
1832,Glycine.max,Crop,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,1,1,ground,Glycine,Fabaceae,150,single.flower
1833,Glycine.max,Crop,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,3,1,ground,Glycine,Fabaceae,24,single.flower
1837,Glycine.max,Crop,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,4,3,ground,Glycine,Fabaceae,5,single.flower
1840,Glycine.max,Crop,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,4,2,ground,Glycine,Fabaceae,2,single.flower
1841,Glycine.max,Crop,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,1,2,ground,Glycine,Fabaceae,67,single.flower
1842,Glycine.max,Crop,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,1,3,ground,Glycine,Fabaceae,150,single.flower
1845,Glycine.max,Crop,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,3,3,ground,Glycine,Fabaceae,150,single.flower
1846,Glycine.max,Crop,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,4,1,ground,Glycine,Fabaceae,10,single.flower
1848,Glycine.max,Crop,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,2,3,ground,Glycine,Fabaceae,150,single.flower
1849,Glycine.max,Crop,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,2,2,ground,Glycine,Fabaceae,90,single.flower
1851,Glycine.max,Crop,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,3,2,ground,Glycine,Fabaceae,20,single.flower
2051,Hypericum.perforatum,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,semi.natural.grass,Grass.strip,2,1,1,ground,Hypericum,Hypericaceae,10,single.flower
2108,Kickxia.elatine,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,1,1,ground,Kickxia,Plantaginaceae,7,single.flower
2109,Kickxia.elatine,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,2,1,ground,Kickxia,Plantaginaceae,250,single.flower
2110,Kickxia.elatine,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,1,3,ground,Kickxia,Plantaginaceae,9,single.flower
2111,Kickxia.elatine,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,2,3,ground,Kickxia,Plantaginaceae,32,single.flower
2112,Kickxia.elatine,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,1,2,ground,Kickxia,Plantaginaceae,60,single.flower
2113,Kickxia.elatine,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,2,2,ground,Kickxia,Plantaginaceae,56,single.flower
2115,Kickxia.spuria,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,1,3,ground,Kickxia,Plantaginaceae,5,single.flower
2355,Lysimachia.vulgaris,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,semi.natural.grass,Grass.strip,2,1,1,ground,Lysimachia,Primulaceae,28,single.flower
2597,Persicaria.maculosa,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,4,2,ground,Persicaria,Polygonaceae,16,flower.head
2599,Persicaria.maculosa,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,4,3,ground,Persicaria,Polygonaceae,25,flower.head
2919,Potentilla.reptans,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Permanent.non.tidal.smooth.flowing.watercourses,Riverbank,3,1,1,ground,Potentilla,Rosaceae,3,single.flower
4015,Torilis.arvensis,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,semi.natural.grass,Grass.strip,2,1,1,ground,Torilis,Apiaceae,15,umbel
4184,Trifolium.repens,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Permanent.non.tidal.smooth.flowing.watercourses,Riverbank,3,1,1,ground,Trifolium,Fabaceae,16,flower.head
4668,Viola.sp,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,3,3,ground,Viola,Violaceae,1,single.flower
4669,Viola.sp,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,1,2,ground,Viola,Violaceae,11,single.flower
4672,Viola.sp,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,1,3,ground,Viola,Violaceae,3,single.flower
4675,Viola.sp,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,2,2,ground,Viola,Violaceae,20,single.flower
4694,Viola.sp,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,2,1,ground,Viola,Violaceae,8,single.flower
4711,Viola.sp,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,3,2,ground,Viola,Violaceae,9,single.flower
4726,Viola.sp,Wild,FR,C,21/07/2021,FR_V18,Intensive.agriculture,Intensive.unmixed.crops,Glycine.max,1,3,1,ground,Viola,Violaceae,11,single.flower
101,Achillea.millefolium,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,2,2,ground,Achillea,Asteraceae,2,umbel
105,Achillea.millefolium,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,3,ground,Achillea,Asteraceae,2,umbel
150,Agrimonia.eupatoria,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,2,1,ground,Agrimonia,Rosaceae,36,single.flower
246,Arenaria.serpyllifolia,Wild,FR,C,20/07/2021,FR_VAU,Urban,Park.lawns,Park.lawns,4,2,1,ground,Arenaria,Caryophyllaceae,3,flower.head
324,Bellis.perennis,Wild,FR,C,20/07/2021,FR_VAU,Urban,Park.lawns,Park.lawns,4,1,1,ground,Bellis,Asteraceae,6,capitulum
404,Borago.officinalis,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,1,3,ground,Borago,Boraginaceae,25,single.flower
439,Calendula.arvensis,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,1,3,ground,Calendula,Asteraceae,1,capitulum
546,Cerastium.sp,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,3,ground,Cerastium,Caryophyllaceae,1,single.flower
731,Cirsium.vulgare,Wild,FR,C,20/07/2021,FR_VAU,Urban,Highly.artificial.broadleaved.deciduous.forestry.plantations,Poplar.grove,3,1,3,ground,Cirsium,Asteraceae,6,capitulum
812,Convolvulus.arvensis,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,3,1,ground,Convolvulus,Convolvulaceae,6,single.flower
854,Convolvulus.sepium,Wild,FR,C,20/07/2021,FR_VAU,Urban,Permanent.non.tidal.smooth.flowing.watercourses,Riverbank,5,1,1,ground,Convolvulus,Convolvulaceae,5,single.flower
974,Crepis.capillaris,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,5,1,ground,Crepis,Asteraceae,15,capitulum
975,Crepis.capillaris,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,3,2,ground,Crepis,Asteraceae,8,capitulum
976,Crepis.capillaris,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,5,2,ground,Crepis,Asteraceae,13,capitulum
977,Crepis.capillaris,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,1,ground,Crepis,Asteraceae,1,capitulum
978,Crepis.capillaris,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,3,ground,Crepis,Asteraceae,18,capitulum
1002,Crepis.sp,Wild,FR,C,20/07/2021,FR_VAU,Urban,Park.lawns,Park.lawns,4,1,1,ground,Crepis,Asteraceae,67,capitulum
1015,Crepis.sp,Wild,FR,C,20/07/2021,FR_VAU,Urban,Low.and.medium.altitude.hay.meadows,Meadows,2,1,3,ground,Crepis,Asteraceae,41,capitulum
1038,Cyanus.segetum,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,1,3,ground,Cyanus,Asteraceae,12,capitulum
1061,Daucus.carota,Wild,FR,C,20/07/2021,FR_VAU,Urban,Permanent.non.tidal.smooth.flowing.watercourses,Riverbank,5,1,1,ground,Daucus,Apiaceae,3,umbel
1070,Daucus.carota,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,2,2,ground,Daucus,Apiaceae,11,umbel
1103,Epilobium.parviflorum,Wild,FR,C,20/07/2021,FR_VAU,Urban,Highly.artificial.broadleaved.deciduous.forestry.plantations,Poplar.grove,3,1,1,ground,Epilobium,Onagraceae,2,single.flower
1116,Epipactis.helleborine,Wild,FR,C,20/07/2021,FR_VAU,Urban,Highly.artificial.broadleaved.deciduous.forestry.plantations,Poplar.grove,3,1,1,ground,Epipactis,Orchidaceae,67,single.flower
1543,Geranium.dissectum,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,5,1,ground,Geranium,Geraniaceae,4,single.flower
1635,Geranium.molle,Wild,FR,C,20/07/2021,FR_VAU,Urban,Park.lawns,Park.lawns,4,1,1,ground,Geranium,Geraniaceae,9,single.flower
1731,Geum.urbanum,Wild,FR,C,20/07/2021,FR_VAU,Urban,Highly.artificial.broadleaved.deciduous.forestry.plantations,Poplar.grove,3,1,1,ground,Geum,Rosaceae,1,single.flower
1753,Geum.urbanum,Wild,FR,C,20/07/2021,FR_VAU,Urban,Highly.artificial.broadleaved.deciduous.forestry.plantations,Poplar.grove,3,1,3,ground,Geum,Rosaceae,1,single.flower
2019,Hibiscus.sp,Ornamental,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,2,shrub,Hibiscus,Malvaceae,21,single.flower
2053,Hypericum.perforatum,Wild,FR,C,20/07/2021,FR_VAU,Urban,Highly.artificial.broadleaved.deciduous.forestry.plantations,Poplar.grove,3,1,1,ground,Hypericum,Hypericaceae,13,single.flower
2058,Hypericum.perforatum,Wild,FR,C,20/07/2021,FR_VAU,Urban,Highly.artificial.broadleaved.deciduous.forestry.plantations,Poplar.grove,3,1,3,ground,Hypericum,Hypericaceae,44,single.flower
2069,Hypochaeris.sp,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,3,1,ground,Hypochaeris,Asteraceae,1,capitulum
2070,Hypochaeris.sp,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,5,2,ground,Hypochaeris,Asteraceae,8,capitulum
2071,Hypochaeris.sp,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,1,1,ground,Hypochaeris,Asteraceae,2,capitulum
2072,Hypochaeris.sp,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,2,2,ground,Hypochaeris,Asteraceae,1,capitulum
2075,Hypochaeris.sp,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,3,2,ground,Hypochaeris,Asteraceae,21,capitulum
2079,Hypochaeris.sp,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,1,ground,Hypochaeris,Asteraceae,1,capitulum
2081,Hypochaeris.sp,Wild,FR,C,20/07/2021,FR_VAU,Urban,Low.and.medium.altitude.hay.meadows,Meadows,2,1,3,ground,Hypochaeris,Asteraceae,68,capitulum
2083,Hypochaeris.sp,Wild,FR,C,20/07/2021,FR_VAU,Urban,Park.lawns,Park.lawns,4,1,1,ground,Hypochaeris,Asteraceae,3,capitulum
2241,Lavandula.sp,Ornamental,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,3,3,shrub,Lavandula,Lamiaceae,39,flower.head
2284,Lotus.corniculatus,Wild,FR,C,20/07/2021,FR_VAU,Urban,Low.and.medium.altitude.hay.meadows,Meadows,2,1,2,ground,Lotus,Fabaceae,72,flower.head
2340,Lysimachia.arvensis,Wild,FR,C,20/07/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,3,ground,Lysimachia,Primulaceae,2,single.flower
2357,Lythrum.salicaria,Wild,FR,C,20/07/2021,FR_VAU,Urban,Permanent.non.tidal.smooth.flowing.watercourses,Riverbank,5,1,1,ground,Lythrum,Lythraceae,59,single.flower
2398,Medicago.lupulina,Wild,FR,C,20/07/2021,FR_VAU,Urban,Park.lawns,Park.lawns,4,2,1,ground,Medicago,Fabaceae,1,flower.head
