Country,Site_id,Focal_habitat,Units,Day,Month,Year,Plant_species,Flower_count,Species_abbreviation,Inflorescence_unit_used
CH,9,HA,Total.number.of.flower.units.per.m739,1,7,2013,Galium.album,39.25,gal.alb,Raceme
CH,9,HA,Total.number.of.flower.units.per.m740,1,7,2013,Geranium.pyrenaicum,0.7,ger.pyr,Flower
CH,9,HA,Total.number.of.flower.units.per.m741,1,7,2013,Knautia.arvensis,0.25,kna.arv,Flower.head
CH,9,HA,Total.number.of.flower.units.per.m742,1,7,2013,Lotus.corniculatus,0.3875,lot.cor,Flower
CH,9,HA,Total.number.of.flower.units.per.m743,1,7,2013,Medicago.lupulina,14,med.lup,Flower
CH,9,HA,Total.number.of.flower.units.per.m744,1,7,2013,Plantago.media,0.25,pla.med,Spike
CH,9,HA,Total.number.of.flower.units.per.m745,1,7,2013,Potentilla.reptans,0.6,pot.rep,Flower
CH,9,HA,Total.number.of.flower.units.per.m746,1,7,2013,Prunella.grandiflora,0.1,pru.gra,Flowered.stem
CH,9,HA,Total.number.of.flower.units.per.m747,1,7,2013,Salvia.pratensis,0.5,sal.pra,Raceme
CH,9,HA,Total.number.of.flower.units.per.m748,1,7,2013,Trifolium.pratense,1.7,tri.pra,Flower.head
CH,9,HA,Total.number.of.flower.units.per.m749,1,7,2013,Trifolium.repens,2.45,tri.rep,Flower.head
CH,9,HA,Total.number.of.flower.units.per.m750,16,8,2013,Lotus.corniculatus,0.325,lot.cor,Flower
CH,9,HA,Total.number.of.flower.units.per.m751,16,8,2013,Trifolium.pratense,0.2,tri.pra,Flower.head
CH,9,HL,Total.number.of.flower.units.per.m752,7,4,2014,Galium.mollugo,6.4,gal.mol,Raceme
CH,9,HL,Total.number.of.flower.units.per.m753,7,4,2014,Geum.urbanum,0.4,geu.urb,Flower.head
CH,9,HL,Total.number.of.flower.units.per.m754,1,7,2013,Epilobium.hirsutum,1.8,epi.hir,Flower
CH,9,HL,Total.number.of.flower.units.per.m755,1,7,2013,Malva.moschata,1.45,mal.mos,Flower
CH,9,HL,Total.number.of.flower.units.per.m756,1,7,2013,Malva.neglecta,1.9,mal.neg,Flower
CH,9,HL,Total.number.of.flower.units.per.m757,1,7,2013,Origanum.vulgare,3.4,ori.vul,Panicle
CH,9,HL,Total.number.of.flower.units.per.m758,1,7,2013,Silene.latifolia,2.15,NA,NA
CH,9,HL,Total.number.of.flower.units.per.m759,1,7,2013,Urtica.dioica,2,urt.dio,Spike
CH,9,HL,Total.number.of.flower.units.per.m760,16,8,2013,Geum.urbanum,12.15,geu.urb,Flower.head
CH,9,HL,Total.number.of.flower.units.per.m761,16,8,2013,Malva.moschata,2.2,mal.mos,Flower
CH,9,HL,Total.number.of.flower.units.per.m762,16,8,2013,Origanum.vulgare,30,ori.vul,Panicle
CH,9,HL,Total.number.of.flower.units.per.m763,16,8,2013,Verbascum.spp,4,verbascum.sp,Flowered.stem
CH,9,WA,Total.number.of.flower.units.per.m764,7,4,2014,Allium.ursinum,2,all.urs,Flower.head
CH,9,WA,Total.number.of.flower.units.per.m765,7,4,2014,Galium.aparine,1.9,gal.apa,Raceme
CH,9,WA,Total.number.of.flower.units.per.m766,7,4,2014,Galium.mollugo,8,gal.mol,Raceme
CH,9,WA,Total.number.of.flower.units.per.m767,7,4,2014,Geum.urbanum,0.1,geu.urb,Flower.head
CH,9,WA,Total.number.of.flower.units.per.m768,7,4,2014,Lotus.corniculatus,0.025,lot.cor,Flower
CH,9,WA,Total.number.of.flower.units.per.m769,7,4,2014,Plantago.lanceolata,0.3,pla.lan,Spike
CH,9,WA,Total.number.of.flower.units.per.m770,7,4,2014,Taraxacum.campylodes,0.1,NA,NA
CH,9,WA,Total.number.of.flower.units.per.m771,7,4,2014,Trifolium.pratense,0.4,tri.pra,Flower.head
CH,9,WA,Total.number.of.flower.units.per.m772,7,4,2014,Trifolium.repens,0.2,tri.rep,Flower.head
CH,9,WA,Total.number.of.flower.units.per.m773,7,4,2014,Veronica.austriaca,0.1,NA,NA
CH,9,WA,Total.number.of.flower.units.per.m774,7,4,2014,Vicia.sepium,0.8,vic.sep,Raceme
CH,9,WA,Total.number.of.flower.units.per.m775,5,6,2013,Euonymus.europaeus,0.6,euo.eur,Flower
CH,9,WA,Total.number.of.flower.units.per.m776,5,6,2013,Euphorbia.cyparissias,13.6,eup.cyp,Corymb.of.capitula
CH,9,WA,Total.number.of.flower.units.per.m777,5,6,2013,Galium.odoratum,0.3,gal.odo,Flower
CH,9,WA,Total.number.of.flower.units.per.m778,5,6,2013,Phyteuma.spicatum,0.2,phy.spi,Raceme
CH,9,WA,Total.number.of.flower.units.per.m779,5,6,2013,Plantago.lanceolata,0.3,pla.lan,Spike
CH,9,WA,Total.number.of.flower.units.per.m780,5,6,2013,Veronica.chamaedrys,16.9,ver.cha,Flower
CH,9,WA,Total.number.of.flower.units.per.m781,5,6,2013,Veronica.persica,0.2,ver.per,Flower
CH,9,WA,Total.number.of.flower.units.per.m782,5,6,2013,Vicia.sepium,27.9,vic.sep,Raceme
CH,9,WA,Total.number.of.flower.units.per.m783,1,7,2013,Geum.urbanum,0.4,geu.urb,Flower.head
CH,9,WA,Total.number.of.flower.units.per.m784,1,7,2013,Lotus.corniculatus,0.15,lot.cor,Flower
CH,9,WA,Total.number.of.flower.units.per.m785,1,7,2013,Rubus.idaeus,3.7,rub.ide,Flower
CH,9,WA,Total.number.of.flower.units.per.m786,1,7,2013,Vicia.sepium,0.1,vic.sep,Raceme
CH,9,WA,Total.number.of.flower.units.per.m787,20,8,2013,Campanula.rotundifolia,1.2,cam.rot,Flower
CH,9,WA,Total.number.of.flower.units.per.m788,20,8,2013,Daucus.carota,2.4,dau.car,Umbel
CH,9,WA,Total.number.of.flower.units.per.m789,20,8,2013,Geum.urbanum,4.7,geu.urb,Flower.head
CH,9,WA,Total.number.of.flower.units.per.m790,20,8,2013,Trifolium.pratense,0.3,tri.pra,Flower.head
CH,9,WA,Total.number.of.flower.units.per.m791,20,8,2013,Veronica.chamaedrys,1.4,ver.cha,Flower
CH,9,WL,Total.number.of.flower.units.per.m792,7,4,2014,Brassica.napus,0.6,bra.nap,Flower
CH,9,WL,Total.number.of.flower.units.per.m793,7,4,2014,Cornus.sanguinea,3.1,cor.san,Corymb.of.capitula
CH,9,WL,Total.number.of.flower.units.per.m794,7,4,2014,Ranunculus.acris,3.3,ran.acr,Flower
CH,9,WL,Total.number.of.flower.units.per.m795,7,4,2014,Rosa.spp,2.9,rosa.sp,Flower
CH,9,WL,Total.number.of.flower.units.per.m796,7,4,2014,Veronica.persica,0.4,ver.per,Flower
CH,9,WL,Total.number.of.flower.units.per.m797,7,4,2014,Vicia.sepium,0.65,vic.sep,Raceme
CH,9,WL,Total.number.of.flower.units.per.m798,5,6,2013,Alliaria.petiolata,0.675,all.pet,Flower
CH,9,WL,Total.number.of.flower.units.per.m799,5,6,2013,Ranunculus.acris,7.6,ran.acr,Flower
CH,9,WL,Total.number.of.flower.units.per.m800,1,7,2013,Rubus.idaeus,48.1,rub.ide,Flower
CH,9,WL,Total.number.of.flower.units.per.m801,1,7,2013,Trifolium.pratense,0.4,tri.pra,Flower.head
CH,9,WL,Total.number.of.flower.units.per.m802,20,8,2013,Plantago.lanceolata,0.1,pla.lan,Spike
CH,9,WL,Total.number.of.flower.units.per.m803,20,8,2013,Rubus.idaeus,1.3,rub.ide,Flower
CH,9,WL,Total.number.of.flower.units.per.m804,20,8,2013,Trifolium.pratense,0.1,tri.pra,Flower.head
CH,10,HA,Total.number.of.flower.units.per.m805,10,4,2014,Cardamine.pratensis,0.7,car.pra,Flower
CH,10,HA,Total.number.of.flower.units.per.m806,10,4,2014,Carex.hirta,5.7,car.hir,Spike
CH,10,HA,Total.number.of.flower.units.per.m807,10,4,2014,Cerastium.fontanum,2.85,cer.fon,Flower
CH,10,HA,Total.number.of.flower.units.per.m808,10,4,2014,Glechoma.hederacea,0.4,gle.hed,Raceme
CH,10,HA,Total.number.of.flower.units.per.m809,10,4,2014,Ranunculus.acris,0.9,ran.acr,Flower
CH,10,HA,Total.number.of.flower.units.per.m810,10,4,2014,Taraxacum.campylodes,14,NA,NA
CH,10,HA,Total.number.of.flower.units.per.m811,10,4,2014,Veronica.filiformis,0.7,ver.fil,Flower
CH,10,HA,Total.number.of.flower.units.per.m812,10,4,2014,Veronica.persica,1.55,ver.per,Flower
CH,10,HA,Total.number.of.flower.units.per.m813,10,4,2014,Veronica.serpyllifolia,1.5,ver.ser,Flower
CH,10,HA,Total.number.of.flower.units.per.m814,9,7,2013,Crepis.capillaris,1,cre.cap,Flower.head
CH,10,HA,Total.number.of.flower.units.per.m815,9,7,2013,Plantago.lanceolata,4.3,pla.lan,Spike
CH,10,HA,Total.number.of.flower.units.per.m816,9,7,2013,Trifolium.repens,6,tri.rep,Flower.head
CH,10,HA,Total.number.of.flower.units.per.m817,16,8,2013,Plantago.lanceolata,1.3,pla.lan,Spike
CH,10,HA,Total.number.of.flower.units.per.m818,16,8,2013,Plantago.major,0.1,pla.maj,Spike
CH,10,HA,Total.number.of.flower.units.per.m819,16,8,2013,Ranunculus.acris,0.5,ran.acr,Flower
CH,10,HA,Total.number.of.flower.units.per.m820,16,8,2013,Trifolium.repens,2.7,tri.rep,Flower.head
CH,10,HL,Total.number.of.flower.units.per.m821,10,4,2014,Taraxacum.campylodes,0.3,NA,NA
CH,10,HL,Total.number.of.flower.units.per.m822,10,4,2014,Veronica.hederifolia,0.1,ver.hed,Flower
CH,10,HL,Total.number.of.flower.units.per.m823,14,5,2013,Leucanthemum.vulgare,19.8,leu.vul,Flower.head
CH,10,HL,Total.number.of.flower.units.per.m824,14,5,2013,Myosotis.arvensis,2.4,myo.arv,Flower
CH,10,HL,Total.number.of.flower.units.per.m825,14,5,2013,Ranunculus.repens,4.9,ran.rep,Flower
CH,10,HL,Total.number.of.flower.units.per.m826,14,5,2013,Veronica.persica,0.2,ver.per,Flower
CH,10,HL,Total.number.of.flower.units.per.m827,9,7,2013,Achillea.millefolium,6.45,ach.mil,Umbel
CH,10,HL,Total.number.of.flower.units.per.m828,9,7,2013,Centaurea.jacea,3.8,cen.jac,Flower.head
CH,10,HL,Total.number.of.flower.units.per.m829,9,7,2013,Cirsium.arvense,0.3,cir.arv,Flower.head
CH,10,HL,Total.number.of.flower.units.per.m830,9,7,2013,Cota.tinctoria,7.8,ant.tin,Flower.head
CH,10,HL,Total.number.of.flower.units.per.m831,9,7,2013,Hypericum.perforatum,0.8375,hyp.per,Flower
CH,10,HL,Total.number.of.flower.units.per.m832,9,7,2013,Leucanthemum.vulgare,1.15,leu.vul,Flower.head
CH,10,HL,Total.number.of.flower.units.per.m833,9,7,2013,Malva.moschata,3.3,mal.mos,Flower
CH,10,HL,Total.number.of.flower.units.per.m834,9,7,2013,Malva.neglecta,0.3,mal.neg,Flower
CH,10,HL,Total.number.of.flower.units.per.m835,9,7,2013,Myosotis.arvensis,5.8,myo.arv,Flower
CH,10,HL,Total.number.of.flower.units.per.m836,9,7,2013,Rumex.obtusifolius,0.1,rum.obt,Spike
CH,10,HL,Total.number.of.flower.units.per.m837,16,8,2013,Achillea.millefolium,20.65,ach.mil,Umbel
CH,10,HL,Total.number.of.flower.units.per.m838,16,8,2013,Centaurea.jacea,0.1,cen.jac,Flower.head
CH,10,HL,Total.number.of.flower.units.per.m839,16,8,2013,Cirsium.arvense,0.8,cir.arv,Flower.head
CH,10,HL,Total.number.of.flower.units.per.m840,16,8,2013,Cota.tinctoria,5.9,ant.tin,Flower.head
CH,10,HL,Total.number.of.flower.units.per.m841,16,8,2013,Echium.vulgare,0.3,ech.vul,Flower
CH,10,HL,Total.number.of.flower.units.per.m842,16,8,2013,Epilobium.hirsutum,1.6,epi.hir,Flower
CH,10,HL,Total.number.of.flower.units.per.m843,16,8,2013,Hypericum.perforatum,0.0875,hyp.per,Flower
CH,10,HL,Total.number.of.flower.units.per.m844,16,8,2013,Leucanthemum.vulgare,0.85,leu.vul,Flower.head
CH,10,HL,Total.number.of.flower.units.per.m845,16,8,2013,Melilotus.albus,3.6,mel.alb,Raceme
CH,10,HL,Total.number.of.flower.units.per.m846,16,8,2013,Origanum.vulgare,8.2,ori.vul,Panicle
CH,10,HL2,Total.number.of.flower.units.per.m847,10,4,2014,Ajuga.reptans,4.9,aju.rep,Raceme
CH,10,HL2,Total.number.of.flower.units.per.m848,10,4,2014,Bellis.perennis,0.3,bel.per,Flower.head
CH,10,HL2,Total.number.of.flower.units.per.m849,10,4,2014,Cerastium.fontanum,1.5,cer.fon,Flower
CH,10,HL2,Total.number.of.flower.units.per.m850,10,4,2014,Medicago.lupulina,0.6,med.lup,Flower
CH,10,HL2,Total.number.of.flower.units.per.m851,10,4,2014,Plantago.lanceolata,1.4,pla.lan,Spike
CH,10,HL2,Total.number.of.flower.units.per.m852,10,4,2014,Ranunculus.acris,10.95,ran.acr,Flower
CH,10,HL2,Total.number.of.flower.units.per.m853,10,4,2014,Rumex.acetosa,1.25,rum.ace,Spike
CH,10,HL2,Total.number.of.flower.units.per.m854,10,4,2014,Taraxacum.campylodes,0.45,NA,NA
CH,10,HL2,Total.number.of.flower.units.per.m855,10,4,2014,Veronica.filiformis,23,ver.fil,Flower
CH,10,HL2,Total.number.of.flower.units.per.m856,10,4,2014,Veronica.persica,0.8,ver.per,Flower
CH,10,HL2,Total.number.of.flower.units.per.m857,10,4,2014,Vicia.sepium,0.3,vic.sep,Raceme
CH,10,HL2,Total.number.of.flower.units.per.m858,14,5,2013,Ajuga.reptans,14.3,aju.rep,Raceme
CH,10,HL2,Total.number.of.flower.units.per.m859,14,5,2013,Cerastium.arvense,0.8,cer.arv,Flower
CH,10,HL2,Total.number.of.flower.units.per.m860,14,5,2013,Myosotis.arvensis,1.35,myo.arv,Flower
CH,10,HL2,Total.number.of.flower.units.per.m861,14,5,2013,Plantago.lanceolata,6.5,pla.lan,Spike
CH,10,HL2,Total.number.of.flower.units.per.m862,14,5,2013,Ranunculus.acris,51.4,ran.acr,Flower
CH,10,HL2,Total.number.of.flower.units.per.m863,14,5,2013,Rumex.acetosa,3.45,rum.ace,Spike
CH,10,HL2,Total.number.of.flower.units.per.m864,14,5,2013,Trifolium.campestre,19.1,tri.cam,Flower.head
CH,10,HL2,Total.number.of.flower.units.per.m865,14,5,2013,Trifolium.pratense,5.5,tri.pra,Flower.head
CH,10,HL2,Total.number.of.flower.units.per.m866,14,5,2013,Veronica.chamaedrys,0.4,ver.cha,Flower
CH,10,HL2,Total.number.of.flower.units.per.m867,14,5,2013,Veronica.persica,0.5,ver.per,Flower
CH,10,HL2,Total.number.of.flower.units.per.m868,14,5,2013,Vicia.sepium,5.7,vic.sep,Raceme
CH,10,HL2,Total.number.of.flower.units.per.m869,10,7,2013,Cerastium.fontanum,0.3,cer.fon,Flower
CH,10,HL2,Total.number.of.flower.units.per.m870,10,7,2013,Plantago.lanceolata,5.75,pla.lan,Spike
CH,10,HL2,Total.number.of.flower.units.per.m871,10,7,2013,Prunella.vulgaris,0.1,pru.vul,Flowered.stem
CH,10,HL2,Total.number.of.flower.units.per.m872,10,7,2013,Rumex.obtusifolius,0.1,rum.obt,Spike
CH,10,HL2,Total.number.of.flower.units.per.m873,10,7,2013,Trifolium.pratense,0.85,tri.pra,Flower.head
CH,10,HL2,Total.number.of.flower.units.per.m874,10,7,2013,Trifolium.repens,8.65,tri.rep,Flower.head
CH,10,HL2,Total.number.of.flower.units.per.m875,10,7,2013,Vicia.sepium,0.1,vic.sep,Raceme
CH,10,HL2,Total.number.of.flower.units.per.m876,16,8,2013,Plantago.lanceolata,6.45,pla.lan,Spike
CH,10,HL2,Total.number.of.flower.units.per.m877,16,8,2013,Trifolium.pratense,1,tri.pra,Flower.head
CH,10,HL2,Total.number.of.flower.units.per.m878,16,8,2013,Trifolium.repens,0.65,tri.rep,Flower.head
CH,10,WA,Total.number.of.flower.units.per.m879,10,4,2014,Ajuga.reptans,0.1,aju.rep,Raceme
CH,10,WA,Total.number.of.flower.units.per.m880,10,4,2014,Galium.odoratum,0.9,gal.odo,Flower
CH,10,WA,Total.number.of.flower.units.per.m881,10,4,2014,Glechoma.hederacea,1.6,gle.hed,Raceme
CH,10,WA,Total.number.of.flower.units.per.m882,10,4,2014,Taraxacum.campylodes,0.9,NA,NA
CH,10,WA,Total.number.of.flower.units.per.m883,10,4,2014,Veronica.chamaedrys,0.1,ver.cha,Flower
CH,10,WA,Total.number.of.flower.units.per.m884,10,4,2014,Veronica.persica,0.1,ver.per,Flower
CH,10,WA,Total.number.of.flower.units.per.m885,10,4,2014,Viburnum.lantana,0.7,vib.lan,Corymb.of.capitula
CH,10,WA,Total.number.of.flower.units.per.m886,10,4,2014,Vicia.sepium,0.4,vic.sep,Raceme
CH,10,WA,Total.number.of.flower.units.per.m887,14,5,2013,Ajuga.reptans,0.5,aju.rep,Raceme
CH,10,WA,Total.number.of.flower.units.per.m888,14,5,2013,Bellis.perennis,0.1,bel.per,Flower.head
CH,10,WA,Total.number.of.flower.units.per.m889,14,5,2013,Cerastium.fontanum,1.4,cer.fon,Flower
CH,10,WA,Total.number.of.flower.units.per.m890,14,5,2013,Crataegus.monogyna,7,cra.mon,Flower
CH,10,WA,Total.number.of.flower.units.per.m891,14,5,2013,Fragaria.vesca,0.3,fra.ves,Flower.head
CH,10,WA,Total.number.of.flower.units.per.m892,14,5,2013,Galium.odoratum,13.55,gal.odo,Flower
CH,10,WA,Total.number.of.flower.units.per.m893,14,5,2013,Glechoma.hederacea,3.2,gle.hed,Raceme
CH,10,WA,Total.number.of.flower.units.per.m894,14,5,2013,Lamium.galeobdolon,11,lam.gal,Flowered.stem
CH,10,WA,Total.number.of.flower.units.per.m895,14,5,2013,Ranunculus.acris,0.3,ran.acr,Flower
CH,10,WA,Total.number.of.flower.units.per.m896,14,5,2013,Trifolium.campestre,5.5,tri.cam,Flower.head
CH,10,WA,Total.number.of.flower.units.per.m897,14,5,2013,Veronica.chamaedrys,2.8,ver.cha,Flower
CH,10,WA,Total.number.of.flower.units.per.m898,14,5,2013,Veronica.persica,1.6,ver.per,Flower
CH,10,WA,Total.number.of.flower.units.per.m899,14,5,2013,Viburnum.lantana,2.4,vib.lan,Corymb.of.capitula
CH,10,WA,Total.number.of.flower.units.per.m900,14,5,2013,Vicia.sepium,9.8,vic.sep,Raceme
CH,10,WA,Total.number.of.flower.units.per.m901,10,7,2013,Knautia.arvensis,0.2,kna.arv,Flower.head
CH,10,WA,Total.number.of.flower.units.per.m902,10,7,2013,Lotus.corniculatus,2.375,lot.cor,Flower
CH,10,WA,Total.number.of.flower.units.per.m903,10,7,2013,Rubus.idaeus,0.6,rub.ide,Flower
CH,10,WA,Total.number.of.flower.units.per.m904,10,7,2013,Trifolium.pratense,0.4,tri.pra,Flower.head
CH,10,WA,Total.number.of.flower.units.per.m905,10,7,2013,Trifolium.repens,0.8,tri.rep,Flower.head
CH,10,WA,Total.number.of.flower.units.per.m906,16,8,2013,Circaea.lutetiana,1.4,cir.lut,Flower
CH,10,WA,Total.number.of.flower.units.per.m907,16,8,2013,Geranium.robertianum,0.2,ger.rob,Flower
CH,10,WA,Total.number.of.flower.units.per.m908,16,8,2013,Linaria.vulgaris,0.8,lin.vul,Flower
CH,10,WA,Total.number.of.flower.units.per.m909,16,8,2013,Succisa.pratensis,0.9,suc.pra,Flower.head
CH,10,WL,Total.number.of.flower.units.per.m910,15,4,2014,Anemone.nemorosa,0.1,ane.nem,Flower
CH,10,WL,Total.number.of.flower.units.per.m911,15,4,2014,Cardamine.pratensis,0.3,car.pra,Flower
CH,10,WL,Total.number.of.flower.units.per.m912,15,4,2014,Lamium.galeobdolon,20,lam.gal,Flowered.stem
CH,10,WL,Total.number.of.flower.units.per.m913,15,4,2014,Lonicera.xylosteum,4.2,lon.xyl,Flower
CH,10,WL,Total.number.of.flower.units.per.m914,15,4,2014,Potentilla.sterilis,0.2,pot.ste,Flower
CH,10,WL,Total.number.of.flower.units.per.m915,15,4,2014,Ranunculus.acris,0.1,ran.acr,Flower
CH,10,WL,Total.number.of.flower.units.per.m916,15,4,2014,Taraxacum.campylodes,3.1,NA,NA
CH,10,WL,Total.number.of.flower.units.per.m917,15,4,2014,Veronica.arvensis,3.4,ver.arv,Flower
CH,10,WL,Total.number.of.flower.units.per.m918,15,4,2014,Veronica.filiformis,49.5,ver.fil,Flower
CH,10,WL,Total.number.of.flower.units.per.m919,15,4,2014,Viola.reichenbachiana,0.4,vio.rei,Flower
CH,10,WL,Total.number.of.flower.units.per.m920,14,5,2013,Ajuga.reptans,80,aju.rep,Raceme
CH,10,WL,Total.number.of.flower.units.per.m921,14,5,2013,Crataegus.monogyna,27,cra.mon,Flower
CH,10,WL,Total.number.of.flower.units.per.m922,14,5,2013,Fragaria.vesca,0.2,fra.ves,Flower.head
CH,10,WL,Total.number.of.flower.units.per.m923,14,5,2013,Lamium.galeobdolon,574,lam.gal,Flowered.stem
CH,10,WL,Total.number.of.flower.units.per.m924,14,5,2013,Plantago.lanceolata,0.1,pla.lan,Spike
CH,10,WL,Total.number.of.flower.units.per.m925,14,5,2013,Ranunculus.acris,2.8,ran.acr,Flower
CH,10,WL,Total.number.of.flower.units.per.m926,14,5,2013,Trifolium.campestre,0.5,tri.cam,Flower.head
CH,10,WL,Total.number.of.flower.units.per.m927,14,5,2013,Trifolium.pratense,2.1,tri.pra,Flower.head
CH,10,WL,Total.number.of.flower.units.per.m928,14,5,2013,Veronica.chamaedrys,1.6,ver.cha,Flower
CH,10,WL,Total.number.of.flower.units.per.m929,14,5,2013,Veronica.persica,0.4,ver.per,Flower
CH,10,WL,Total.number.of.flower.units.per.m930,14,5,2013,Vicia.sepium,1.3,vic.sep,Raceme
CH,10,WL,Total.number.of.flower.units.per.m931,9,7,2013,Clematis.vitalba,0.07,cle.vit,Flower
CH,10,WL,Total.number.of.flower.units.per.m932,9,7,2013,Plantago.lanceolata,0.4,pla.lan,Spike
CH,10,WL,Total.number.of.flower.units.per.m933,9,7,2013,Rubus.idaeus,0.6,rub.ide,Flower
CH,10,WL,Total.number.of.flower.units.per.m934,9,7,2013,Sambucus.nigra,0.5,sam.nig,Corymb.of.capitula
CH,10,WL,Total.number.of.flower.units.per.m935,9,7,2013,Trifolium.dubium,0.2,tri.dub,Flower.head
CH,10,WL,Total.number.of.flower.units.per.m936,13,8,2013,Clematis.vitalba,0.46,cle.vit,Flower
CH,10,WL,Total.number.of.flower.units.per.m937,13,8,2013,Geum.urbanum,0.1,geu.urb,Flower.head
CH,11,HA,Total.number.of.flower.units.per.m938,15,4,2014,Ajuga.reptans,1.15,aju.rep,Raceme
CH,11,HA,Total.number.of.flower.units.per.m939,15,4,2014,Anthriscus.sylvestris,0.1,ant.syl,Compound.umbel
CH,11,HA,Total.number.of.flower.units.per.m940,15,4,2014,Cardamine.pratensis,0.6,car.pra,Flower
CH,11,HA,Total.number.of.flower.units.per.m941,15,4,2014,Carex.hirta,5.9,car.hir,Spike
CH,11,HA,Total.number.of.flower.units.per.m942,15,4,2014,Glechoma.hederacea,9.2,gle.hed,Raceme
CH,11,HA,Total.number.of.flower.units.per.m943,15,4,2014,Plantago.lanceolata,0.2,pla.lan,Spike
CH,11,HA,Total.number.of.flower.units.per.m944,15,4,2014,Ranunculus.acris,2,ran.acr,Flower
CH,11,HA,Total.number.of.flower.units.per.m945,15,4,2014,Rumex.acetosa,4.4,rum.ace,Spike
CH,11,HA,Total.number.of.flower.units.per.m946,15,4,2014,Taraxacum.campylodes,0.6,NA,NA
CH,11,HA,Total.number.of.flower.units.per.m947,15,4,2014,Veronica.chamaedrys,2.45,ver.cha,Flower
CH,11,HA,Total.number.of.flower.units.per.m948,15,4,2014,Veronica.persica,0.9,ver.per,Flower
CH,11,HA,Total.number.of.flower.units.per.m949,14,5,2013,Ajuga.reptans,0.3,aju.rep,Raceme
CH,11,HA,Total.number.of.flower.units.per.m950,14,5,2013,Crepis.capillaris,1.8,cre.cap,Flower.head
CH,11,HA,Total.number.of.flower.units.per.m951,14,5,2013,Galium.mollugo,14,gal.mol,Raceme
CH,11,HA,Total.number.of.flower.units.per.m952,14,5,2013,Geranium.dissectum,1.2,ger.dis,Flower
CH,11,HA,Total.number.of.flower.units.per.m953,14,5,2013,Knautia.arvensis,0.4,kna.arv,Flower.head
CH,11,HA,Total.number.of.flower.units.per.m954,14,5,2013,Myosotis.arvensis,4.4,myo.arv,Flower
CH,11,HA,Total.number.of.flower.units.per.m955,14,5,2013,Plantago.lanceolata,0.8,pla.lan,Spike
CH,11,HA,Total.number.of.flower.units.per.m956,14,5,2013,Ranunculus.acris,2.5,ran.acr,Flower
CH,11,HA,Total.number.of.flower.units.per.m957,14,5,2013,Rhinanthus.alectorolophus,33.9,rhi.ale,Raceme
CH,11,HA,Total.number.of.flower.units.per.m958,14,5,2013,Rumex.acetosa,1.6,rum.ace,Spike
CH,11,HA,Total.number.of.flower.units.per.m959,14,5,2013,Trifolium.pratense,0.9,tri.pra,Flower.head
CH,11,HA,Total.number.of.flower.units.per.m960,14,5,2013,Vicia.sepium,0.1,vic.sep,Raceme
CH,11,HA,Total.number.of.flower.units.per.m961,9,7,2013,Lysimachia.nummularia,0.7,lys.num,Flower
CH,11,HA,Total.number.of.flower.units.per.m962,13,8,2013,Galium.album,147.55,gal.alb,Raceme
CH,11,HA,Total.number.of.flower.units.per.m963,13,8,2013,Lotus.corniculatus,0.2,lot.cor,Flower
CH,11,HA,Total.number.of.flower.units.per.m964,13,8,2013,Plantago.lanceolata,7.9,pla.lan,Spike
CH,11,HA,Total.number.of.flower.units.per.m965,13,8,2013,Trifolium.pratense,0.1,tri.pra,Flower.head
CH,11,HA,Total.number.of.flower.units.per.m966,13,8,2013,Trifolium.repens,0.2,tri.rep,Flower.head
CH,11,HA2,Total.number.of.flower.units.per.m967,15,4,2014,Ajuga.reptans,0.1,aju.rep,Raceme
CH,11,HA2,Total.number.of.flower.units.per.m968,15,4,2014,Anemone.nemorosa,0.15,ane.nem,Flower
CH,11,HA2,Total.number.of.flower.units.per.m969,15,4,2014,Cardamine.pratensis,0.75,car.pra,Flower
CH,11,HA2,Total.number.of.flower.units.per.m970,15,4,2014,Carex.hirta,0.5,car.hir,Spike
CH,11,HA2,Total.number.of.flower.units.per.m971,15,4,2014,Ficaria.verna,0.6,NA,NA
CH,11,HA2,Total.number.of.flower.units.per.m972,15,4,2014,Glechoma.hederacea,2.4,gle.hed,Raceme
CH,11,HA2,Total.number.of.flower.units.per.m973,15,4,2014,Medicago.lupulina,0.3,med.lup,Flower
CH,11,HA2,Total.number.of.flower.units.per.m974,15,4,2014,Potentilla.sterilis,0.5,pot.ste,Flower
CH,11,HA2,Total.number.of.flower.units.per.m975,15,4,2014,Taraxacum.campylodes,0.85,NA,NA
CH,11,HA2,Total.number.of.flower.units.per.m976,15,4,2014,Veronica.filiformis,4.6,ver.fil,Flower
CH,11,HA2,Total.number.of.flower.units.per.m977,15,4,2014,Veronica.persica,246.15,ver.per,Flower
CH,11,HA2,Total.number.of.flower.units.per.m978,15,4,2014,Viola.reichenbachiana,0.1,vio.rei,Flower
CH,11,HA2,Total.number.of.flower.units.per.m979,14,5,2013,Ajuga.reptans,1.6,aju.rep,Raceme
CH,11,HA2,Total.number.of.flower.units.per.m980,14,5,2013,Capsella.bursa.pastoris,0.5,NA,NA
CH,11,HA2,Total.number.of.flower.units.per.m981,14,5,2013,Cerastium.fontanum,2.4,cer.fon,Flower
CH,11,HA2,Total.number.of.flower.units.per.m982,14,5,2013,Geranium.dissectum,0.1,ger.dis,Flower
CH,11,HA2,Total.number.of.flower.units.per.m983,14,5,2013,Plantago.lanceolata,0.9,pla.lan,Spike
